"id","groups_count","uniq_cities","triggers_words_count","photos_count","max_percent_photos_in_day","posts_count","max_percent_posts_in_day","posts_without_views","societies_flag","group_without_photo_count","bot_flag"
3265,1528,35,30,1,100,0,0,0,false,321,true
3266,1470,46,86,8,62.5,85,5.88235283,0,false,352,true
3267,1792,38,40,225,5,45,4.44444466,0,false,293,true
3268,283,0,9,179,26.2569847,552,7,0,false,24,true
3269,2012,77,68,924,6.5,28944,17,0,false,361,true
3270,1277,24,21,293,16,2957,12,0,false,226,true
3271,879,11,12,773,16.5,3134,14,0,false,123,true
3272,248,0,4,20,70,247,35,0,false,40,true
3273,1823,32,38,3,33.3333359,2,50,0,false,225,true
3274,211,0,12,32,62.5,92,26.086956,0,false,45,true
3275,595,0,10,187,12.8342237,113,9,0,false,76,true
3276,242,0,5,45,24.4444447,129,29,0,false,38,true
3277,458,16,16,5,20,9,22.2222233,0,false,91,true
3278,1872,75,61,197,44.6700516,667,13,0,false,335,true
3279,729,0,3,337,2,429,4,0,false,32,true
3280,1380,39,42,230,3.5,2,50,0,false,206,true
3281,2915,62,37,328,30.0000019,6441,4,0,false,457,true
3282,1983,24,23,30,10,14,7.14285755,0,false,244,true
3283,1322,20,12,297,6.5,1118,6,0,true,141,true
3284,1841,24,20,11,18.181818,18,16.6666679,0,false,198,true
3285,640,14,9,74,45.9459457,1810,41,0,false,105,true
3286,2541,52,44,119,5.04201698,28,7.14285755,0,false,385,true
3287,411,0,7,13,15.3846159,2545,3,0,false,63,true
3288,181,12,12,16,50,66,7.57575798,0,false,42,true
3289,1093,15,25,270,5,1012,7,0,false,152,true
3290,3243,67,42,204,2.5,17,5.88235283,0,false,472,true
3291,692,14,6,5,20,2,50,0,false,85,true
3292,1124,43,44,1,100,19,42.1052628,1,false,219,true
3293,1025,23,25,71,4.22535181,2994,9,0,false,156,true
3294,312,0,5,79,11.3924046,715,27.0000019,0,false,59,true
3295,2777,75,43,881,17.5,4886,15.000001,0,false,455,true
3296,530,0,6,601,4.5,3752,4,0,false,46,true
3297,2934,47,47,6,16.6666679,5,20,0,false,301,true
3298,184,0,11,32,37.5,146,24,0,false,34,true
3299,404,0,2,7,14.2857151,2,50,0,false,41,true
3300,1187,32,28,308,15.000001,1909,5,9,false,206,true
3301,631,0,6,305,6.5,2023,12,0,false,87,true
3302,503,0,6,1001,13.500001,1344,3,0,false,12,false
3303,1486,33,32,172,4.65116262,4275,6,2,false,271,true
3304,414,0,4,248,9,4083,19,78,false,34,true
3305,205,0,13,2,50,11,27.272728,0,false,35,true
3306,1539,39,17,231,9.5,2534,6,0,false,133,true
