"id","groups_count","uniq_cities","triggers_words_count","photos_count","max_percent_photos_in_day","posts_count","max_percent_posts_in_day","posts_without_views","societies_flag","group_without_photo_count","bot_flag"
2779,403,0,3,217,15.5,7074,25,0,false,54,true
2780,1447,56,61,53,18.8679256,643,5,0,false,271,true
2781,1983,90,135,243,12,226,22,0,false,538,true
2782,431,11,1,7,28.5714302,2146,17,7,false,17,false
2783,152,0,3,7,57.1428604,5,60.0000038,0,false,25,true
2784,25,0,0,1,100,7,28.5714302,0,false,3,false
2785,13,0,0,5,20,0,0,0,false,0,false
2786,566,27,29,2,50,2,50,0,false,131,true
2787,652,30,25,1,100,376,9,0,false,111,true
2788,651,31,56,21,90.4761887,6,33.3333359,0,false,153,true
2789,82,0,0,160,3.75000024,356,7,0,false,7,false
2790,716,32,26,3,33.3333359,36,11.1111116,0,false,131,true
2791,735,42,27,1,100,3,33.3333359,0,false,183,true
2792,4944,160,341,34,67.6470566,1381,8,4,false,1045,true
2793,613,32,32,11,27.272728,1355,91,0,false,206,true
2794,740,23,6,394,26,301,4,0,true,45,true
2795,1388,51,56,2,50,4,25,0,false,301,true
2796,3148,98,193,0,0,4,25,0,false,727,true
2797,86,0,3,0,0,2084,22,0,false,22,false
2798,26,0,0,1,100,39,10.2564106,0,false,3,false
2799,1907,80,145,144,40.9722214,4209,6,0,false,473,true
2800,1407,46,35,1,100,0,0,0,false,303,true
2801,1050,35,34,523,13,1111,9,0,false,153,true
2802,366,0,0,3,33.3333359,2,50,0,false,49,true
2803,1020,42,38,2,50,1,100,0,false,225,true
2804,290,0,1,952,9.5,7212,14,0,false,44,true
2805,108,0,0,92,4.347826,41,4.87804842,0,false,13,false
2806,148,0,4,2,50,703,25,0,false,31,true
2807,12,0,0,1,100,3,100,0,false,2,true
2808,737,33,24,1,100,487,50,0,false,104,true
2809,111,0,0,48,8.33333397,88,3.409091,0,false,9,false
2810,478,0,2,282,18.5,199,5,0,false,27,true
2811,320,0,4,8,12.5,185,29,0,false,19,false
2812,94,0,4,2,100,7,28.5714302,0,false,24,true
2813,863,40,51,5,100,1,100,0,false,208,true
2814,740,0,2,464,5,45,4.44444466,0,false,24,false
2815,4491,136,326,45,26.6666679,296,9,0,false,1187,true
2816,937,48,81,1,100,43,9.30232525,0,false,218,true
2817,250,0,0,324,23.5,16878,4,0,false,20,false
2818,107,0,0,335,12.5,2,50,0,false,16,false
2819,557,28,27,13,84.615387,45,35.5555573,0,false,112,true
2820,164,20,28,60,68.3333359,118,32,0,false,53,true
2821,1682,72,33,20,10,340,16,0,false,341,true
2822,334,14,22,57,15.7894726,63,12.6984138,0,false,89,true
2823,66,0,1,436,10.5,1737,29,0,false,13,false
2824,132,0,1,286,49.5,1,100,0,true,16,false
2825,330,15,3,153,22.8758163,267,14,0,false,36,true
2826,513,39,19,1,100,0,0,0,false,155,true
2827,330,21,21,5,20,1,100,0,false,73,true
2828,638,31,59,22,45.4545479,129,15.000001,0,false,149,true
2829,1253,57,71,178,20.7865162,690,10,3,false,280,true
2830,62,0,0,58,13.7931032,40,5,0,true,11,false
2831,830,41,40,6,50,2,50,0,false,207,true
2832,468,24,23,2,50,4,50,0,false,87,true
2833,725,36,30,19,15.7894726,625,7,0,false,201,true
2834,1978,64,58,5,20,2,50,0,true,426,true
2835,313,34,36,3,66.6666718,150,5,0,false,93,true
2836,155,0,6,75,18.666666,25,12,0,false,31,true
2837,91,0,9,24,16.6666679,33,27.272728,0,false,20,false
2838,357,18,45,3,33.3333359,14,42.8571434,0,false,111,true
2839,626,31,49,1,100,11,18.181818,0,false,177,true
2840,65,0,6,4,50,6,50,0,false,15,false
2841,3840,129,265,7,42.8571434,1028,83,0,false,922,true
2842,200,19,29,1,100,22,13.636364,0,false,56,true
2843,265,25,35,1,100,7,28.5714302,0,false,86,true
2844,507,30,64,154,28.5714302,896,38,0,false,148,true
2845,143,17,24,7,71.4285736,74,6.75675631,0,false,49,true
2846,55,0,12,8,62.5,22,31.818182,0,false,25,true
2847,446,31,30,76,25,450,11,0,false,121,true
2848,35,0,10,2,50,214,3,0,false,17,false
2849,324,27,38,113,43.3628311,191,13,0,false,95,true
2850,33,0,5,0,0,0,0,0,false,10,false
2851,54,0,11,1,100,2,50,0,false,23,true
2852,96,0,10,40,55,20,20,0,false,20,false
2853,102,0,20,0,0,0,0,0,false,35,true
2854,163,0,3,134,11.1940298,1279,12,0,false,11,false
2855,313,22,28,60,18.333334,292,5,0,false,62,true
2856,143,12,23,10,70,10,70,0,false,49,true
2857,29,0,3,2,50,1,100,0,false,8,false
2858,102,0,18,0,0,0,0,0,false,35,true
2859,66,0,11,4,50,23,13.043478,0,false,17,false
2860,100,0,20,1,100,3,100,0,false,39,true
2861,110,0,17,0,0,1,100,0,false,34,true
2862,34,0,2,1,100,2,50,0,false,8,false
2863,156,12,18,3,33.3333359,169,7,0,false,50,true
2864,27,0,3,1,100,0,0,0,false,9,false
2865,27,0,3,0,0,0,0,0,false,9,false
2866,207,20,33,12,25,17,35.294117,0,false,71,true
2867,101,0,22,1,100,6,33.3333359,0,false,40,true
2868,345,11,10,12,8.33333397,48,4.16666698,0,true,70,true
2869,1057,50,44,2,50,2189,86,0,false,255,true
2870,617,35,21,1,100,504,11,0,false,151,true
2871,1413,61,26,2,50,18,11.1111116,0,false,228,true
2872,410,23,12,2,50,78,10.2564106,0,false,77,true
2873,211,0,2,45,31.1111126,168,17,0,false,36,true
2874,78,0,1,1,100,6,16.6666679,0,false,21,false
2875,1970,87,119,1,100,28,14.2857151,0,false,469,true
2876,1060,46,50,37,78.3783798,368,3,0,false,242,true
2877,1508,76,75,16,6.25,553,8,0,false,346,true
2878,67,0,1,134,13.4328365,727,49,0,false,14,false
2879,717,28,25,4,75,8,25,0,false,133,true
2880,161,0,0,10,20,59,11.8644066,0,false,16,false
2881,903,56,23,282,4.5,209,4,0,false,172,true
2882,3121,101,123,187,82.3529434,2074,31,0,true,615,true
2883,195,0,1,223,8.5,2026,15.000001,0,false,24,false
2884,951,43,21,12,16.6666679,0,0,0,false,146,true
2885,521,0,8,545,13,2019,11,0,false,25,true
2886,1156,55,67,5,20,4,25,0,false,308,true
2887,718,47,35,7,85.7142868,127,31,0,false,155,true
2888,906,22,4,95,14.7368412,4210,3,0,false,50,true
2889,120,0,9,161,16.7701874,267,3,0,false,24,true
2890,905,34,16,83,7.22891521,4,25,0,false,159,true
2891,1924,83,129,35,17.1428585,40,32.5,0,false,490,true
2892,444,25,11,0,0,0,0,0,false,89,true
2893,474,0,6,197,24.3654823,1145,25,0,false,103,true
2894,664,40,9,61,4.91803265,37,5.40540552,0,false,120,true
2895,1902,73,67,577,5.5,395,9,0,false,427,true
2896,258,15,4,0,0,352,43,0,false,44,true
2897,1558,67,11,12,41.6666641,3905,22,0,true,189,true
2898,116,0,5,216,11,441,33,0,false,22,false
2899,260,0,3,125,8,326,9,0,false,17,false
2900,501,0,3,595,33.5,3771,10,0,false,79,true
2901,137,0,1,39,7.69230795,1459,9,0,false,23,false
2902,78,0,0,562,20,1077,34,0,false,17,false
2903,1402,60,72,15,33.3333359,350,18,0,false,332,true
2904,343,14,15,77,41.5584412,63,7.93650818,0,false,68,true
2905,405,26,7,3422,9,8884,5,0,true,35,true
2906,3184,137,126,16,6.25,1662,8,0,false,187,true
2907,2080,83,70,4,50,1,100,0,false,446,true
2908,53,0,3,5,20,3,66.6666718,0,false,19,false
2909,218,0,7,0,0,1,100,0,false,44,true
2910,1834,99,118,7,28.5714302,143,10,0,false,455,true
2911,147,0,0,71,4.22535181,950,7,0,false,21,false
2912,43,0,1,62,16.1290321,261,22,0,false,10,false
2913,308,0,0,36,5.55555582,1,100,0,false,8,false
2914,12,0,0,4,75,1,100,0,false,1,true
2915,1864,77,68,4,25,2,50,0,true,386,true
2916,1999,73,58,435,10,447,3,0,false,318,true
2917,22,0,0,30,70,800,5,0,false,3,false
2918,1276,55,55,1,100,1,100,0,false,297,true
2919,4230,128,373,21,47.6190491,2,50,0,false,1148,true
2920,163,0,2,228,12,3813,20,0,false,30,true
2921,402,23,19,10,30.0000019,787,11,0,false,93,true
2922,626,29,13,12,41.6666641,2,50,1,false,160,true
2923,910,51,57,2,50,8,25,0,false,190,true
2924,696,19,24,5,20,5,20,0,false,139,true
2925,398,24,24,23,78.2608719,28,10.7142859,0,false,102,true
2926,8,0,2,1166,6.5,541,6,0,false,5,false
2927,35,0,0,144,25.6944447,329,18,0,false,8,false
2928,598,34,31,599,33,8,25,0,false,125,true
2929,1249,61,81,10,30.0000019,19,15.7894726,0,false,329,true
2930,546,37,31,1,100,0,0,0,false,142,true
2931,9,0,0,4,50,4,50,0,false,0,false
2932,201,16,7,96,8.33333397,1986,19,0,true,61,true
2933,443,0,7,0,0,2680,35,0,false,67,true
2934,1385,26,8,25,12,4228,10,0,false,123,true
2935,719,46,35,75,88,5,40,0,false,178,true
2936,655,43,24,1,100,45,13.333334,0,false,144,true
2937,53,0,1,17,17.6470585,115,8,0,false,13,false
2938,1158,67,94,0,0,1,100,0,false,336,true
2939,704,35,61,5,20,8,50,0,false,208,true
2940,461,19,22,11,18.181818,1,100,0,false,94,true
2941,399,22,14,363,65.5,114,11,0,false,82,true
2942,776,27,31,21,61.9047623,133,5,0,false,158,true
2943,411,29,24,1,100,23,73.9130402,0,false,100,true
2944,455,12,16,322,57.5,1262,20,0,false,78,true
2945,39,0,0,7,28.5714302,54,31.4814796,0,false,11,false
2946,4544,133,222,48,52.0833321,24,12.5,0,false,1081,true
2947,1312,24,12,151,12,236,23,0,false,202,true
2948,186,0,1,4,50,13841,15.000001,0,false,6,false
2949,2907,102,228,1,100,1,100,0,false,748,true
2950,33,0,0,19,31.5789452,162,42,0,false,8,false
2951,397,22,13,1,100,16,6.25,0,false,84,true
2952,593,33,51,6,83.3333282,87,24.1379299,0,false,151,true
2953,945,63,59,14,50,142,6,0,false,248,true
2954,1508,65,91,9,55.5555573,12,33.3333359,0,false,385,true
2955,117,0,2,257,7,606,7,0,false,21,false
2956,104,0,10,22,59.0909081,64,9.375,7,false,25,true
2957,290,28,16,32,12.5,4514,17,0,false,89,true
2958,716,21,8,67,11.9402981,433,7,0,false,98,true
2959,3311,124,277,3,66.6666718,6,33.3333359,0,false,918,true
2960,52,0,4,1,100,1,100,0,false,13,false
2961,451,25,30,1,100,0,0,0,false,107,true
2962,1870,106,33,19,21.0526314,3651,9,79,false,143,true
2963,322,18,17,9,77.7777786,25,44,0,false,59,true
2964,11,0,0,12,75,9,88.8888931,0,false,4,true
2965,1330,54,88,181,27.6243095,72,11.1111116,0,false,330,true
2966,1728,75,112,43,41.860466,50,8,0,false,409,true
2967,2354,104,164,5,80,141,22,0,false,545,true
2968,57,0,0,15,86.6666641,73,57.5342484,0,false,11,true
2969,4334,162,304,43,20.930233,149,12,0,false,1030,true
2970,1329,69,72,2,50,14,21.4285717,0,false,323,true
2971,7,0,0,5,100,7,28.5714302,0,false,1,true
2972,39,0,2,1,100,3,33.3333359,0,false,12,false
2973,1870,65,68,4,75,217,21,0,false,426,true
2974,562,41,34,16,12.5,12,25,0,false,178,true
2975,4491,139,277,18,77.7777786,365,50,0,false,1023,true
2976,446,20,9,69,24.637682,1,100,0,false,85,true
2977,226,16,14,1,100,3,66.6666718,0,false,51,true
2978,410,18,10,6,83.3333282,336,45,0,false,82,true
2979,68,11,1,29,58.6206894,6,33.3333359,0,false,12,false
2980,1903,83,118,337,58.9999962,1856,2,0,false,450,true
2981,714,46,49,3,66.6666718,118,20,0,false,190,true
2982,969,40,77,4,75,3,100,1,false,266,true
2983,1738,68,59,3,66.6666718,81,24.6913586,0,false,371,true
2984,3362,107,239,3,33.3333359,2200,30.0000019,0,false,848,true
2985,4786,133,279,2,50,22,45.4545479,0,false,1148,true
2986,4486,146,357,3,33.3333359,2,50,0,false,1266,true
2987,2591,117,143,31,35.4838715,76,14.4736843,0,false,578,true
2988,579,25,21,7,28.5714302,41,34.1463432,0,false,115,true
2989,1757,84,113,2,100,12,33.3333359,0,false,433,true
2990,254,13,26,27,18.5185184,16,31.25,0,true,80,true
2991,1810,78,63,2,50,110,11,0,false,395,true
2992,740,39,32,0,0,173,36,0,false,149,true
2993,468,30,39,1,100,32,31.25,0,false,133,true
2994,445,26,26,1,100,10,60.0000038,0,false,111,true
2995,4580,125,237,4,25,9,33.3333359,0,false,1092,true
2996,325,17,6,6,50,35,20,0,true,58,true
2997,1933,79,54,2,50,1,100,0,false,359,true
2998,4942,197,252,13,7.69230795,5004,13,65,false,817,true
2999,1012,48,66,57,49.1228065,50,16,0,false,242,true
3000,2156,84,111,5,40,480,5,0,false,460,true
3001,641,29,44,0,0,0,0,0,false,178,true
3002,116,0,5,27,44.4444466,39,53.8461571,0,false,22,false
3003,482,29,26,0,0,0,0,0,false,101,true
3004,51,0,2,14,28.5714302,45,24.4444447,0,false,8,false
3005,131,0,6,0,0,0,0,0,false,30,true
3006,107,16,3,2,50,1,100,0,false,36,true
3007,4443,132,304,2,50,3849,94,0,false,1057,true
3008,3593,110,181,21,38.0952377,48,22.9166679,0,false,842,true
3009,3674,116,205,1,100,13,61.5384636,0,false,868,true
3010,2710,96,159,5,60.0000038,65,40,0,false,670,true
3011,590,26,21,10,50,217,19,0,true,127,true
3012,871,33,29,1,100,1,100,0,false,187,true
3013,4234,126,252,7,100,7,71.4285736,0,false,1069,true
3014,894,53,68,1,100,0,0,0,false,226,true
3015,516,27,14,1,100,1,100,0,false,108,true
3016,454,29,28,0,0,2,50,0,false,119,true
3017,35,0,0,1,100,2,100,0,false,2,false
3018,810,30,28,197,2.03045678,7217,3,0,false,165,true
3019,1290,55,78,1,100,24,70.8333282,0,false,316,true
3020,2843,101,135,3,100,6,66.6666718,0,false,701,true
3021,936,49,69,0,0,227,99,0,false,209,true
3022,273,23,10,9,55.5555573,12,91.6666718,0,false,63,true
3023,4946,167,407,362,31,1596,8,8,true,1313,true
3024,118,13,14,78,15.3846159,141,19,0,true,59,true
3025,242,17,15,1,100,0,0,0,false,53,true
3026,886,46,48,1,100,6,100,0,false,214,true
3027,319,14,11,0,0,0,0,0,false,64,true
3028,1843,84,163,1,100,15,13.333334,0,false,480,true
3029,2784,106,107,12,58.3333321,160,11,0,false,618,true
3030,333,0,5,1,100,59,13.5593224,0,false,40,true
3031,180,14,14,18,22.2222233,2,50,0,false,42,true
3032,4707,152,99,15,13.333334,2414,10,0,false,434,true
3033,9,0,1,1,100,55,14.545454,1,false,3,false
3034,313,11,12,2,50,0,0,0,false,76,true
3035,2482,96,182,17,23.5294113,6,50,0,false,637,true
3036,130,12,11,134,14.1791048,181,4,0,false,29,true
3037,681,34,62,47,27.6595745,79,16.4556961,8,false,177,true
3038,2712,107,171,3,66.6666718,8,100,0,false,647,true
3039,998,66,55,3,33.3333359,423,99,0,false,238,true
3040,1039,57,70,1,100,12,41.6666641,0,false,238,true
3041,154,0,1,16,43.75,0,0,0,false,16,false
3042,559,33,30,1,100,8,100,0,false,132,true
3043,1388,62,62,0,0,3,33.3333359,0,false,291,true
3044,3732,131,351,1,100,1,100,0,false,1024,true
3045,128,0,24,10,50,81,6.17283964,0,false,115,true
3046,66,0,2,11,100,8,75,0,false,19,true
3047,1398,69,148,1,100,81,8.6419754,0,false,389,true
3048,3348,115,241,12,66.6666718,2127,7,0,false,799,true
3049,399,25,13,7,42.8571434,50,30.0000019,0,false,94,true
3050,591,47,43,45,24.4444447,711,11,0,false,142,true
3051,235,35,10,0,0,16,12.5,0,false,49,true
3052,574,0,0,105,1.90476203,5086,3,0,false,24,false
3053,1440,65,108,1,100,1075,97,0,false,386,true
3054,4916,141,291,115,6.95652151,1598,6,0,false,997,true
3055,924,46,77,28,96.4285736,362,100,0,false,233,true
3056,3223,106,223,1,100,39,30.7692318,0,false,759,true
3057,3522,138,241,1,100,74,22.9729729,0,false,860,true
3058,321,20,25,6,83.3333282,118,7,0,false,89,true
3059,155,24,6,1,100,1,100,0,false,36,true
3060,801,34,50,36,44.4444466,10,10,0,false,197,true
3061,295,0,5,89,20.2247181,1611,30.0000019,0,false,46,true
3062,2516,112,259,0,0,50,20,0,false,692,true
3063,127,18,6,0,0,16,43.75,0,false,27,true
3064,4888,157,395,5,40,536,9,0,false,1209,true
3065,1339,84,110,6,33.3333359,18,22.2222233,0,false,309,true
3066,1527,76,100,5,40,939,39,0,false,377,true
3067,273,18,14,13,100,108,37,0,false,58,true
3068,704,28,24,72,77.7777786,546,16,0,false,149,true
3069,872,46,61,35,37.1428566,34,8.82352924,0,false,207,true
3070,4736,148,307,4,25,110,5,0,false,907,true
3071,4313,141,296,22,22.7272739,543,36,0,false,867,true
3072,4882,168,191,10,10,4156,9,69,false,531,true
3073,1820,71,78,11,18.181818,967,42,0,false,390,true
3074,4431,140,237,2,100,478,15.000001,0,false,926,true
3075,2071,81,160,1,100,776,96,0,false,512,true
3076,879,33,46,5,20,884,78,0,false,223,true
3077,4626,140,328,4,25,4648,35,0,false,1067,true
3078,3912,124,208,1,100,2470,21,0,false,889,true
3079,2598,88,168,0,0,71,21.1267605,0,false,574,true
3080,1526,64,103,7,71.4285736,5,60.0000038,0,false,368,true
3081,3025,97,172,6,83.3333282,337,34,0,false,640,true
3082,2212,106,164,2,50,44,27.272728,0,false,495,true
3083,3040,109,251,1,100,820,78,0,false,867,true
3084,4809,164,201,7,14.2857151,2832,6,0,false,723,true
3085,669,36,28,10,20,971,72,0,false,149,true
3086,2668,93,160,13,15.3846159,87,19.5402298,0,false,618,true
3087,3286,107,195,1,100,1450,95,0,false,823,true
3088,4459,117,293,6,100,973,20,0,false,1118,true
3089,1526,66,105,64,15.625,229,8,0,false,373,true
3090,526,41,23,0,0,217,100,0,false,128,true
3091,9,0,0,2,100,11,36.363636,0,false,3,false
3092,178,13,9,1,100,15,86.6666641,0,false,37,true
3093,662,42,46,6,50,292,47,0,false,161,true
3094,400,29,22,1,100,412,97,0,false,98,true
3095,561,41,64,1,100,1,100,0,false,195,true
3096,3676,120,222,1,100,2239,99,0,false,841,true
3097,3087,106,154,1,100,5055,100,0,false,706,true
3098,3228,105,234,1,100,1152,100,0,false,744,true
3099,605,42,37,1,100,12,41.6666641,0,false,165,true
3100,4430,139,327,4,75,1183,44,0,false,1067,true
3101,302,21,36,1,100,8,75,0,false,91,true
3102,615,34,36,2,100,2334,100,0,false,148,true
3103,151,13,4,1,100,0,0,0,false,34,true
3104,755,41,66,13,76.9230804,29,37.9310341,0,false,193,true
3105,21,0,0,2,50,0,0,0,false,12,false
3106,4373,149,277,2,50,3890,86,0,false,1080,true
3107,1262,57,89,1,100,821,100,0,false,318,true
3108,1241,55,39,9,11.1111116,538,48,0,false,257,true
3109,2751,105,176,5,100,3948,91,0,false,642,true
3110,1319,61,50,26,26.9230785,565,60.0000038,0,false,298,true
3111,3429,143,219,4,50,632,98,0,false,802,true
3112,3,0,0,3,66.6666718,0,0,0,false,0,false
3113,2244,114,160,1,100,1235,98,0,false,562,true
3114,4350,153,216,1,100,993,51,0,false,910,true
3115,3111,121,179,3,33.3333359,4,25,0,false,663,true
3116,3,0,0,2,50,5,80,0,false,1,true
3117,472,52,16,29,31.034481,368,23,0,false,75,true
3118,4968,116,30,1175,100,3323,56,78,true,449,true
3119,9,0,0,0,0,0,0,0,false,3,false
3120,143,12,0,70,100,37,32.4324303,0,false,5,true
3121,16,0,0,0,0,12,25,0,false,2,false
3122,144,0,1,9,88.8888931,12,58.3333321,8,true,14,true
3123,1419,81,41,71,8.45070362,315,4,0,false,143,true
3124,149,0,4,409,20,395,10,0,false,19,false
3125,306,0,10,1,100,1366,26,0,false,48,true
3126,295,15,18,501,90.5,35,11.4285717,0,false,59,true
3127,308,18,2,188,5.31914902,211,5,0,false,71,true
3128,294,16,14,1,100,0,0,0,false,56,true
3129,156,0,7,27,44.4444466,23,21.73913,0,false,31,true
3130,43,0,3,38,5.26315784,119,7,0,false,6,false
3131,116,0,7,5,40,3,66.6666718,0,false,19,false
3132,64,0,1,101,17.8217831,53,18.8679256,1,false,5,false
3133,512,16,4,589,3.5,4298,6,0,false,61,true
3134,111,0,4,144,25.6944447,933,8,0,false,15,false
3135,809,12,9,43,23.2558155,109,10,0,false,117,true
3136,862,19,18,163,8.58895683,7478,9,0,false,133,true
3137,2991,91,140,2,50,63,79.3650818,0,false,643,true
3138,1580,21,44,577,34,3752,13,7,false,215,true
3139,335,15,13,66,54.5454559,308,10,0,false,59,true
3140,43,0,2,2,50,331,9,0,false,9,false
3141,1044,66,87,3,66.6666718,5,40,0,false,302,true
3142,754,26,28,12,33.3333359,1,100,0,false,108,true
3143,50,0,0,10,30.0000019,39,7.69230795,0,false,4,false
3144,158,0,5,50,24,509,46,0,false,31,true
3145,265,0,4,471,58.9999962,379,5,0,false,24,true
3146,331,12,13,96,17.7083321,370,19,0,false,64,true
3147,55,0,5,11,72.727272,17,11.7647057,0,false,9,true
3148,1337,38,26,359,2.5,6033,7,0,false,197,true
3149,1866,34,20,183,20.765028,3951,6,0,true,203,true
3150,101,0,3,47,4.25531912,719,20,0,false,14,false
3151,500,0,9,191,2.61780095,1471,10,0,false,38,true
3152,1541,33,19,6,16.6666679,2309,3,0,false,216,true
3153,94,0,4,33,30.3030319,10,20,0,false,16,false
3154,529,11,17,21,9.52380943,903,11,0,false,91,true
3155,534,0,10,269,24,3264,9,0,false,54,true
3156,108,0,10,9,55.5555573,20,15.000001,0,false,25,true
3157,178,0,2,3,33.3333359,3,33.3333359,0,false,47,true
3158,2011,42,40,687,4.5,10934,31,0,false,389,true
3159,485,14,4,0,0,0,0,0,false,66,true
3160,155,0,4,49,18.3673477,597,48,0,false,14,false
3161,1264,23,23,310,3,211,3,0,false,177,true
3162,314,0,2,25,12,198,4,0,false,50,true
3163,866,33,35,38,97.3684158,13,38.4615402,0,false,200,true
3164,20,0,0,7,28.5714302,7,14.2857151,0,false,3,false
3165,904,14,14,978,10.5,4005,9,0,false,91,true
3166,236,16,15,36,38.8888893,13,15.3846159,0,false,43,true
3167,418,22,15,102,12.7450991,82,8.53658581,0,false,81,true
3168,362,0,1,3,33.3333359,1123,5,0,false,27,true
3169,369,0,1,463,9,1451,4,0,false,42,true
3170,326,14,10,45,31.1111126,44,9.090909,0,false,60,true
3171,238,0,1,0,0,277,16,0,false,11,false
3172,827,13,4,568,8,6854,8,2,false,46,true
3173,272,0,10,26,7.69230795,47,17.0212765,0,false,69,true
3174,846,14,9,184,9.78260899,1656,5,0,false,109,true
3175,1648,23,20,1324,9.5,276,4,0,false,184,true
3176,100,0,6,4,75,6,50,0,false,16,true
3177,249,0,2,312,3,2721,3,0,false,32,true
3178,180,0,0,17,11.7647057,267,8,0,false,12,false
3179,233,0,1,2128,10,11940,21,13,false,34,true
3180,284,15,18,17,17.6470585,19,10.5263157,0,false,59,true
3181,817,21,7,3,33.3333359,1,100,0,false,130,true
3182,80,0,0,113,2.65486717,2775,20,0,false,15,false
3183,366,13,22,29,17.2413788,1,100,0,false,67,true
3184,182,0,2,81,16.0493813,477,3,0,false,19,false
3185,2454,40,25,4,25,4,25,0,false,328,true
3186,503,23,11,13,69.2307739,1,100,0,false,103,true
3187,179,0,9,410,27.0000019,14,14.2857151,0,false,33,true
3188,1014,29,20,1089,24,4878,11,0,false,93,true
3189,992,20,20,1352,8.5,4810,12,0,false,116,true
3190,675,27,7,5047,16.5,1503,16,0,false,48,true
3191,36,0,0,0,0,253,54.0000038,0,false,3,false
3192,161,23,4,164,23.7804871,70,8.57142925,0,true,19,true
3193,1926,38,34,9,11.1111116,52,3.84615397,0,false,278,true
3194,793,18,10,506,21,1653,6,0,false,110,true
3195,1762,35,31,3,33.3333359,5397,4,0,false,236,true
3196,342,0,7,0,0,4881,7,0,false,56,true
3197,52,0,0,123,62.6016273,18,50,0,false,5,false
3198,126,0,8,22,22.7272739,47,4.25531912,3,false,23,true
3199,598,14,12,75,8,1504,5,11,false,62,true
3200,106,0,1,55,29.0909081,125,7,0,false,13,false
3201,175,0,7,0,0,7,14.2857151,0,false,26,true
3202,479,29,22,11,90.9090958,156,4,0,false,82,true
3203,162,0,7,16,12.5,14,14.2857151,0,false,27,true
3204,357,0,2,9,11.1111116,12,16.6666679,0,false,41,true
3205,1428,35,20,31,6.45161247,5,20,0,true,182,true
3206,2507,54,45,805,2,2432,2,0,false,354,true
3207,657,12,4,1306,17,1366,13,0,false,78,true
3208,1480,23,26,174,6.89655161,11,27.272728,0,true,185,true
3209,2831,49,29,44,13.636364,14834,16,0,false,395,true
3210,980,21,10,1,100,2,50,0,false,141,true
3211,88,0,5,5,40,13,7.69230795,0,false,20,false
3212,748,0,8,444,7.50000048,1566,2,0,false,48,true
3213,1265,25,16,55,9.090909,22,13.636364,0,false,201,true
3214,1678,31,9,100,6,2026,11,0,false,158,true
3215,739,0,5,152,3.28947377,9250,4,0,true,42,true
3216,687,13,10,0,0,0,0,0,false,81,true
3217,3461,62,47,49,2.04081631,31,3.22580624,0,true,430,true
3218,509,21,7,17,100,1406,24,7,false,71,true
3219,569,14,5,330,8,1783,13,0,false,91,true
3220,1634,27,33,678,4.5,1070,3,0,true,284,true
3221,876,18,8,6,16.6666679,3862,4,0,false,75,true
3222,697,0,4,360,11.5577888,11296,9,0,false,62,true
3223,549,0,8,48,18.75,2204,5,0,false,74,true
3224,399,0,7,31,12.9032249,168,6,0,false,58,true
3225,1184,33,16,39,5.1282053,1000,9,0,false,165,true
3226,1076,21,22,84,3.57142878,24,8.33333397,0,false,168,true
3227,1937,46,35,1038,7.50000048,42643,20,0,false,260,true
3228,436,0,7,1093,28.5,2824,41,0,false,59,true
3229,396,0,4,102,5.88235283,1274,8,0,false,27,true
3230,1125,33,22,199,6.03015089,1082,5,0,false,140,true
3231,213,0,0,413,8.5,935,10,0,false,18,false
3232,615,0,10,351,24,63,6.34920692,0,false,55,true
3233,1143,21,19,107,2.80373812,3884,4,0,false,183,true
3234,331,0,1,65,7.69230795,67,4.47761202,0,false,29,true
3235,621,0,3,59,3.38983059,10024,41,0,false,57,true
3236,1579,35,29,408,13,21814,2,0,false,249,true
3237,236,0,12,97,16.4948444,1092,14,0,false,30,true
3238,578,30,19,18,5.55555582,5,20,0,false,109,true
3239,1891,33,27,109,5.50458717,3140,9,0,false,234,true
3240,105,0,4,157,29.2993641,10,30.0000019,0,false,17,false
3241,2222,34,21,185,4.32432461,55,9.090909,0,true,263,true
3242,739,0,11,150,4,469,3,0,true,149,true
3243,929,15,18,256,5,3566,5,0,false,163,true
3244,1056,20,9,125,4.80000019,35,8.57142925,0,false,77,true
3245,1672,32,25,69,7.24637651,13,7.69230795,0,false,224,true
3246,2285,26,24,254,5.5,282,4,0,false,292,true
3247,64,0,2,1,100,2425,8,0,false,5,false
3248,2371,36,47,30,6.66666698,17,11.7647057,0,false,388,true
3249,779,14,12,276,9.5,3027,6,0,false,84,true
3250,391,0,5,111,40.5405388,760,14,0,false,86,true
3251,243,0,17,61,9.83606529,68,5.88235283,0,false,55,true
3252,912,11,13,129,6.20155048,62,3.22580624,0,true,84,true
3253,2677,51,37,149,4.6979866,30,6.66666698,0,true,385,true
3254,221,11,2,67,13.4328365,159,14,0,false,28,true
3255,718,18,7,103,3.88349509,41,7.31707287,0,false,110,true
3256,314,0,4,20,15.000001,4461,8,0,false,36,true
3257,2413,45,50,253,31,1683,5,0,false,329,true
3258,2958,53,59,316,9.5,314,4,0,false,548,true
3259,1137,14,10,14,14.2857151,2,50,0,false,219,true
3260,1347,27,24,78,3.84615397,3177,8,0,false,181,true
3261,1914,34,28,590,14.5,126,2,0,false,185,true
3262,774,15,17,223,7.50000048,2626,11,0,false,137,true
3263,1466,27,16,621,5,1661,5,0,true,133,true
3264,680,0,4,855,23.5,1767,6,0,false,60,true
